NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE,YEAR,TEAMID,TEAMABRV
3.0,Charles Smith,PG,6-1,160,1967-11-29,US,2,Georgetown,1995-96,22,MIN
4.0,Spud Webb,PG,5-6,133,1963-07-13,US,10,"Midland College, NC State",1995-96,22,MIN
5.0,Doug West,SG,6-6,200,1967-05-27,US,6,Villanova,1995-96,22,MIN
4.0,Micheal Williams,PG,6-2,175,1966-07-23,US,7,Baylor,1995-96,22,MIN
43.0,Chris Carr,SG,6-5,207,1974-03-12,US,1,Southern Illinois,1996-97,22,MIN
21.0,Kevin Garnett,SF,6-11,240,1976-05-19,US,1,,1996-97,22,MIN
22.0,Dean Garrett,C,6-10,225,1966-11-27,US,R,Indiana,1996-97,22,MIN
24.0,Tom Gugliotta,PF,6-10,240,1969-12-19,US,4,NC State,1996-97,22,MIN
10.0,Shane Heal,PG,6-0,180,1970-09-06,AU,R,,1996-97,22,MIN
31.0,Reggie Jordan,SG,6-4,195,1968-01-26,US,2,New Mexico State,1996-97,22,MIN
3.0,Stephon Marbury,PG,6-2,180,1977-02-20,US,R,Georgia Tech,1996-97,22,MIN
42.0,Sam Mitchell,SF,6-6,210,1963-09-02,US,7,Mercer University,1996-97,22,MIN
44.0,Cherokee Parks,PF,6-11,235,1972-10-11,US,1,Duke,1996-97,22,MIN
30.0,Terry Porter,PG,6-3,195,1963-04-08,US,11,University of Wisconsin-Stevens Point,1996-97,22,MIN
26.0,James Robinson,PG,6-2,180,1970-08-31,US,3,Alabama,1996-97,22,MIN
11.0,Stojko VrankoviÄ‡,C,7-2,260,1964-01-22,HR,2,,1996-97,22,MIN
5.0,Doug West,SG,6-6,200,1967-05-27,US,7,Villanova,1996-97,22,MIN
43.0,Chris Carr,SG,6-5,207,1974-03-12,US,2,Southern Illinois,1997-98,22,MIN
17.0,Bill Curley,PF,6-9,220,1972-05-29,US,1,Boston College,1997-98,22,MIN
21.0,Kevin Garnett,PF,6-11,240,1976-05-19,US,2,,1997-98,22,MIN
24.0,Tom Gugliotta,SF,6-10,240,1969-12-19,US,5,NC State,1997-98,22,MIN
20.0,Tom Hammonds,PF,6-9,215,1967-03-27,US,8,Georgia Tech,1997-98,22,MIN
31.0,Reggie Jordan,SG,6-4,195,1968-01-26,US,3,New Mexico State,1997-98,22,MIN
3.0,Stephon Marbury,PG,6-2,180,1977-02-20,US,1,Georgia Tech,1997-98,22,MIN
42.0,Sam Mitchell,SF,6-6,210,1963-09-02,US,8,Mercer University,1997-98,22,MIN
44.0,Cherokee Parks,C,6-11,235,1972-10-11,US,2,Duke,1997-98,22,MIN
1.0,Anthony Peeler,SG,6-4,208,1969-11-25,US,5,Missouri,1997-98,22,MIN
30.0,Terry Porter,PG,6-3,195,1963-04-08,US,12,University of Wisconsin-Stevens Point,1997-98,22,MIN
53.0,Stanley Roberts,C,7-0,285,1970-02-07,US,5,LSU,1997-98,22,MIN
22.0,Clifford Rozier,C,6-11,245,1972-10-31,US,3,"UNC, Louisville",1997-98,22,MIN
5.0,Doug West,SG,6-6,200,1967-05-27,US,8,Villanova,1997-98,22,MIN
6.0,DeJuan Wheat,PG,6-0,165,1973-10-14,US,R,Louisville,1997-98,22,MIN
4.0,Micheal Williams,PG,6-2,175,1966-07-23,US,8,Baylor,1997-98,22,MIN
7.0,Terrell Brandon,PG,5-11,180,1970-05-20,US,7,Oregon,1998-99,22,MIN
43.0,Chris Carr,SG,6-5,207,1974-03-12,US,3,Southern Illinois,1998-99,22,MIN
15.0,Bill Curley,PF,6-9,220,1972-05-29,US,2,Boston College,1998-99,22,MIN
11.0,Brian Evans,SF,6-8,220,1973-09-13,US,2,Indiana,1998-99,22,MIN
21.0,Kevin Garnett,PF,6-11,240,1976-05-19,US,3,,1998-99,22,MIN
22.0,Dean Garrett,C,6-10,225,1966-11-27,US,2,Indiana,1998-99,22,MIN
40.0,Paul Grant,C,7-0,245,1974-01-06,US,R,"Boston College, Wisconsin",1998-99,22,MIN
20.0,Tom Hammonds,PF,6-9,215,1967-03-27,US,9,Georgia Tech,1998-99,22,MIN
24.0,Bobby Jackson,PG,6-1,185,1973-03-13,US,1,Minnesota,1998-99,22,MIN
31.0,Reggie Jordan,SG,6-4,195,1968-01-26,US,4,New Mexico State,1998-99,22,MIN
3.0,Stephon Marbury,PG,6-2,180,1977-02-20,US,2,Georgia Tech,1998-99,22,MIN
42.0,Sam Mitchell,SF,6-6,210,1963-09-02,US,9,Mercer University,1998-99,22,MIN
8.0,Rasho NesteroviÄ‡,C,7-0,248,1976-05-30,SI,R,,1998-99,22,MIN
45.0,Andrae Patterson,PF,6-9,238,1975-11-12,US,R,Indiana,1998-99,22,MIN
1.0,Anthony Peeler,SG,6-4,208,1969-11-25,US,6,Missouri,1998-99,22,MIN
26.0,James Robinson,PG,6-2,180,1970-08-31,US,5,Alabama,1998-99,22,MIN
3.0,Dennis Scott,SF,6-8,229,1968-09-05,US,8,Georgia Tech,1998-99,22,MIN
2.0,Malik Sealy,SF,6-8,190,1970-02-01,US,6,St. John's,1998-99,22,MIN
32.0,Joe Smith,C,6-10,225,1975-07-26,US,3,Maryland,1998-99,22,MIN
50.0,Trevor Winter,C,7-0,275,1974-01-07,US,R,Minnesota,1998-99,22,MIN
5.0,William Avery,PG,6-2,197,1979-08-08,US,R,Duke,1999-0,22,MIN
7.0,Terrell Brandon,PG,5-11,180,1970-05-20,US,8,Oregon,1999-0,22,MIN
21.0,Kevin Garnett,PF,6-11,240,1976-05-19,US,4,,1999-0,22,MIN
22.0,Dean Garrett,C,6-10,225,1966-11-27,US,3,Indiana,1999-0,22,MIN
20.0,Tom Hammonds,PF,6-9,215,1967-03-27,US,10,Georgia Tech,1999-0,22,MIN
24.0,Bobby Jackson,PG,6-1,185,1973-03-13,US,2,Minnesota,1999-0,22,MIN
42.0,Sam Mitchell,SF,6-6,210,1963-09-02,US,10,Mercer University,1999-0,22,MIN
8.0,Rasho NesteroviÄ‡,C,7-0,248,1976-05-30,SI,1,,1999-0,22,MIN
45.0,Andrae Patterson,PF,6-9,238,1975-11-12,US,1,Indiana,1999-0,22,MIN
1.0,Anthony Peeler,SG,6-4,208,1969-11-25,US,7,Missouri,1999-0,22,MIN
2.0,Malik Sealy,SF,6-8,190,1970-02-01,US,7,St. John's,1999-0,22,MIN
32.0,Joe Smith,C,6-10,225,1975-07-26,US,4,Maryland,1999-0,22,MIN
10.0,Wally Szczerbiak,SF,6-7,244,1977-03-05,ES,R,Miami University,1999-0,22,MIN
5.0,William Avery,PG,6-2,197,1979-08-08,US,1,Duke,2000-1,22,MIN
4.0,Chauncey Billups,SG,6-3,202,1976-09-25,US,3,Colorado,2000-1,22,MIN
7.0,Terrell Brandon,PG,5-11,180,1970-05-20,US,9,Oregon,2000-1,22,MIN
11.0,Todd Day,SG,6-6,188,1970-01-07,US,7,Arkansas,2000-1,22,MIN
3.0,LaPhonso Ellis,PF,6-8,240,1970-05-05,US,8,Notre Dame,2000-1,22,MIN
21.0,Kevin Garnett,PF,6-11,240,1976-05-19,US,5,,2000-1,22,MIN
22.0,Dean Garrett,C,6-10,225,1966-11-27,US,4,Indiana,2000-1,22,MIN
20.0,Tom Hammonds,PF,6-9,215,1967-03-27,US,11,Georgia Tech,2000-1,22,MIN
6.0,Sam Jacobson,PG,6-4,215,1975-07-22,US,2,Minnesota,2000-1,22,MIN
13.0,Felipe LÃ³pez,PG,6-5,199,1974-12-19,DO,2,St. John's,2000-1,22,MIN
42.0,Sam Mitchell,SF,6-6,210,1963-09-02,US,11,Mercer University,2000-1,22,MIN
8.0,Rasho NesteroviÄ‡,C,7-0,248,1976-05-30,SI,2,,2000-1,22,MIN
44.0,Anthony Peeler,SG,6-4,208,1969-11-25,US,8,Missouri,2000-1,22,MIN
35.0,Reggie Slater,PF,6-7,215,1970-08-27,US,5,Wyoming,2000-1,22,MIN
10.0,Wally Szczerbiak,SF,6-7,244,1977-03-05,ES,1,Miami University,2000-1,22,MIN
5.0,William Avery,PG,6-2,197,1979-08-08,US,2,Duke,2001-2,22,MIN
4.0,Chauncey Billups,PG,6-3,202,1976-09-25,US,4,Colorado,2001-2,22,MIN
7.0,Terrell Brandon,PG,5-11,180,1970-05-20,US,10,Oregon,2001-2,22,MIN
1.0,Maurice Evans,SG,6-5,220,1978-11-08,US,R,"Wichita State, Texas",2001-2,22,MIN
21.0,Kevin Garnett,PF,6-11,240,1976-05-19,US,6,,2001-2,22,MIN
22.0,Dean Garrett,C,6-10,225,1966-11-27,US,5,Indiana,2001-2,22,MIN
25.0,Marc Jackson,C,6-10,270,1975-01-16,US,1,"Virginia Commonwealth, Temple",2001-2,22,MIN
13.0,Felipe LÃ³pez,SG,6-5,199,1974-12-19,DO,3,St. John's,2001-2,22,MIN
42.0,Sam Mitchell,SF,6-6,210,1963-09-02,US,12,Mercer University,2001-2,22,MIN
8.0,Rasho NesteroviÄ‡,C,7-0,248,1976-05-30,SI,3,,2001-2,22,MIN
14.0,Robert Pack,PG,6-2,180,1969-02-03,US,10,USC,2001-2,22,MIN
44.0,Anthony Peeler,SG,6-4,208,1969-11-25,US,9,Missouri,2001-2,22,MIN
32.0,Joe Smith,C,6-10,225,1975-07-26,US,6,Maryland,2001-2,22,MIN
10.0,Wally Szczerbiak,SF,6-7,244,1977-03-05,ES,2,Miami University,2001-2,22,MIN
20.0,Gary Trent,PF,6-8,250,1974-09-22,US,6,Ohio University,2001-2,22,MIN
3.0,Loren Woods,C,7-1,245,1978-06-21,US,R,"Wake Forest, Arizona",2001-2,22,MIN
21.0,Kevin Garnett,PF,6-11,240,1976-05-19,US,7,,2002-3,22,MIN
9.0,Kendall Gill,SG,6-5,195,1968-05-25,US,12,Illinois,2002-3,22,MIN
16.0,Troy Hudson,PG,6-1,170,1976-03-13,US,5,"Missouri, Southern Illinois",2002-3,22,MIN
25.0,Marc Jackson,C,6-10,270,1975-01-16,US,2,"Virginia Commonwealth, Temple",2002-3,22,MIN
8.0,Rasho NesteroviÄ‡,C,7-0,248,1976-05-30,SI,4,,2002-3,22,MIN
44.0,Anthony Peeler,SG,6-4,208,1969-11-25,US,10,Missouri,2002-3,22,MIN
36.0,Igor RakoÄeviÄ‡,PG,6-3,183,1978-03-29,RS,R,,2002-3,22,MIN
35.0,Reggie Slater,PF,6-7,215,1970-08-27,US,7,Wyoming,2002-3,22,MIN
32.0,Joe Smith,SF,6-10,225,1975-07-26,US,7,Maryland,2002-3,22,MIN
1.0,Rod Strickland,PG,6-3,175,1966-07-11,US,14,DePaul,2002-3,22,MIN
10.0,Wally Szczerbiak,SF,6-7,244,1977-03-05,ES,3,Miami University,2002-3,22,MIN
20.0,Gary Trent,SF,6-8,250,1974-09-22,US,7,Ohio University,2002-3,22,MIN
29.0,Mike Wilks,PG,5-10,185,1979-05-07,US,R,Rice University,2002-3,22,MIN
3.0,Loren Woods,C,7-1,245,1978-06-21,US,1,"Wake Forest, Arizona",2002-3,22,MIN
19.0,Sam Cassell,PG,6-3,185,1969-11-18,US,10,Florida State,2003-4,22,MIN
44.0,Ndudi Ebi,SF,6-9,200,1984-06-18,GB,R,,2003-4,22,MIN
21.0,Kevin Garnett,PF,6-11,240,1976-05-19,US,8,,2003-4,22,MIN
5.0,Anthony Goldwire,PG,6-1,182,1971-09-06,US,5,Houston,2003-4,22,MIN
23.0,Trenton Hassell,SG,6-5,200,1979-03-04,US,2,Austin Peay State University,2003-4,22,MIN
32.0,Fred Hoiberg,SG,6-4,203,1972-10-15,US,8,Iowa State,2003-4,22,MIN
16.0,Troy Hudson,PG,6-1,170,1976-03-13,US,6,"Missouri, Southern Illinois",2003-4,22,MIN
40.0,Ervin Johnson,C,6-11,245,1967-12-21,US,10,New Orleans,2003-4,22,MIN
24.0,Quincy Lewis,SF,6-7,215,1977-06-26,US,3,Minnesota,2003-4,22,MIN
35.0,Mark Madsen,C,6-9,240,1976-01-28,US,3,Stanford,2003-4,22,MIN
15.0,Darrick Martin,PG,5-11,170,1971-03-06,US,8,UCLA,2003-4,22,MIN
4.0,Keith McLeod,PG,6-2,188,1979-11-05,US,R,Bowling Green,2003-4,22,MIN
3.0,Oliver Miller,C,6-9,280,1970-04-06,US,8,Arkansas,2003-4,22,MIN
34.0,Michael Olowokandi,C,7-0,269,1975-04-03,NG,5,University of the Pacific,2003-4,22,MIN
8.0,Latrell Sprewell,SF,6-5,190,1970-09-08,US,11,Alabama,2003-4,22,MIN
10.0,Wally Szczerbiak,SF,6-7,244,1977-03-05,ES,4,Miami University,2003-4,22,MIN
20.0,Gary Trent,C,6-8,250,1974-09-22,US,8,Ohio University,2003-4,22,MIN
7.0,Anthony Carter,PG,6-1,190,1975-06-16,US,5,Hawaii,2004-5,22,MIN
19.0,Sam Cassell,PG,6-3,185,1969-11-18,US,11,Florida State,2004-5,22,MIN
44.0,Ndudi Ebi,SG,6-9,200,1984-06-18,GB,1,,2004-5,22,MIN
21.0,Kevin Garnett,PF,6-11,240,1976-05-19,US,9,,2004-5,22,MIN
41.0,Eddie Griffin,PF,6-10,220,1982-05-30,US,2,Seton Hall,2004-5,22,MIN
23.0,Trenton Hassell,SG,6-5,200,1979-03-04,US,3,Austin Peay State University,2004-5,22,MIN
32.0,Fred Hoiberg,SG,6-4,203,1972-10-15,US,9,Iowa State,2004-5,22,MIN
16.0,Troy Hudson,PG,6-1,170,1976-03-13,US,7,"Missouri, Southern Illinois",2004-5,22,MIN
40.0,Ervin Johnson,C,6-11,245,1967-12-21,US,11,New Orleans,2004-5,22,MIN
35.0,Mark Madsen,C,6-9,240,1976-01-28,US,4,Stanford,2004-5,22,MIN
34.0,Michael Olowokandi,C,7-0,269,1975-04-03,NG,6,University of the Pacific,2004-5,22,MIN
8.0,Latrell Sprewell,SF,6-5,190,1970-09-08,US,12,Alabama,2004-5,22,MIN
10.0,Wally Szczerbiak,SF,6-7,244,1977-03-05,ES,5,Miami University,2004-5,22,MIN
12.0,John Thomas,C,6-9,265,1975-09-08,US,3,Minnesota,2004-5,22,MIN
3.0,Marcus Banks,PG,6-2,200,1981-11-19,US,2,UNLV,2005-6,22,MIN
30.0,Mark Blount,C,7-0,230,1975-11-30,US,5,Pitt,2005-6,22,MIN
7.0,Anthony Carter,PG,6-1,190,1975-06-16,US,6,Hawaii,2005-6,22,MIN
31.0,Ricky Davis,SF,6-6,195,1979-09-23,US,7,Iowa,2005-6,22,MIN
12.0,Ronald Dupree,SF,6-7,209,1981-01-26,US,2,LSU,2005-6,22,MIN
24.0,Richie Frahm,SG,6-5,210,1977-08-14,US,2,Gonzaga,2005-6,22,MIN
21.0,Kevin Garnett,PF,6-11,240,1976-05-19,US,10,,2005-6,22,MIN
41.0,Eddie Griffin,C,6-10,220,1982-05-30,US,3,Seton Hall,2005-6,22,MIN
23.0,Trenton Hassell,SG,6-5,200,1979-03-04,US,4,Austin Peay State University,2005-6,22,MIN
16.0,Troy Hudson,PG,6-1,170,1976-03-13,US,8,"Missouri, Southern Illinois",2005-6,22,MIN
55.0,Marko JariÄ‡,PG,6-7,198,1978-10-12,RS,3,,2005-6,22,MIN
35.0,Mark Madsen,C,6-9,240,1976-01-28,US,5,Stanford,2005-6,22,MIN
1.0,Rashad McCants,SG,6-4,207,1984-09-25,US,R,UNC,2005-6,22,MIN
34.0,Michael Olowokandi,C,7-0,269,1975-04-03,NG,7,University of the Pacific,2005-6,22,MIN
9.0,Justin Reed,SF,6-8,240,1982-01-16,US,1,Ole Miss,2005-6,22,MIN
10.0,Wally Szczerbiak,SF,6-7,244,1977-03-05,ES,6,Miami University,2005-6,22,MIN
17.0,Nikoloz Tskitishvili,PF,7-0,225,1983-04-14,GE,3,,2005-6,22,MIN
6.0,Bracey Wright,SG,6-3,210,1984-07-01,US,R,Indiana,2005-6,22,MIN
30.0,Mark Blount,C,7-0,230,1975-11-30,US,6,Pitt,2006-7,22,MIN
31.0,Ricky Davis,SF,6-6,195,1979-09-23,US,8,Iowa,2006-7,22,MIN
4.0,Randy Foye,PG,6-4,213,1983-09-24,US,R,Villanova,2006-7,22,MIN
21.0,Kevin Garnett,PF,6-11,240,1976-05-19,US,11,,2006-7,22,MIN
41.0,Eddie Griffin,PF,6-10,220,1982-05-30,US,4,Seton Hall,2006-7,22,MIN
23.0,Trenton Hassell,SG,6-5,200,1979-03-04,US,5,Austin Peay State University,2006-7,22,MIN
16.0,Troy Hudson,PG,6-1,170,1976-03-13,US,9,"Missouri, Southern Illinois",2006-7,22,MIN
13.0,Mike James,PG,6-2,188,1975-06-23,US,5,Duquesne,2006-7,22,MIN
55.0,Marko JariÄ‡,SG,6-7,198,1978-10-12,RS,4,,2006-7,22,MIN
35.0,Mark Madsen,C,6-9,240,1976-01-28,US,6,Stanford,2006-7,22,MIN
1.0,Rashad McCants,SG,6-4,207,1984-09-25,US,1,UNC,2006-7,22,MIN
9.0,Justin Reed,PF,6-8,240,1982-01-16,US,2,Ole Miss,2006-7,22,MIN
5.0,Craig Smith,PF,6-7,250,1983-11-10,US,R,Boston College,2006-7,22,MIN
6.0,Bracey Wright,SG,6-3,210,1984-07-01,US,1,Indiana,2006-7,22,MIN
22.0,Corey Brewer,SF,6-9,186,1986-03-05,US,R,Florida,2007-8,22,MIN
7.0,Greg Buckner,SG,6-4,210,1976-09-16,US,8,Clemson,2007-8,22,MIN
51.0,Michael Doleac,C,6-11,262,1977-06-15,US,9,Utah,2007-8,22,MIN
4.0,Randy Foye,PG,6-4,213,1983-09-24,US,1,Villanova,2007-8,22,MIN
8.0,Ryan Gomes,PF,6-7,250,1982-09-01,US,2,Providence,2007-8,22,MIN
15.0,Gerald Green,SF,6-6,205,1986-01-26,US,2,,2007-8,22,MIN
55.0,Marko JariÄ‡,SG,6-7,198,1978-10-12,RS,5,,2007-8,22,MIN
25.0,Al Jefferson,C,6-10,289,1985-01-04,US,3,,2007-8,22,MIN
35.0,Mark Madsen,PF,6-9,240,1976-01-28,US,7,Stanford,2007-8,22,MIN
1.0,Rashad McCants,SG,6-4,207,1984-09-25,US,2,UNC,2007-8,22,MIN
42.0,Theo Ratliff,PF,6-10,225,1973-04-17,US,12,Wyoming,2007-8,22,MIN
32.0,Chris Richard,C,6-9,270,1984-12-25,US,R,Florida,2007-8,22,MIN
5.0,Craig Smith,PF,6-7,250,1983-11-10,US,1,Boston College,2007-8,22,MIN
30.0,Kirk Snyder,SF,6-6,225,1983-06-05,US,3,Nevada,2007-8,22,MIN
3.0,Sebastian Telfair,PG,6-0,165,1985-06-09,US,3,,2007-8,22,MIN
24.0,Antoine Walker,PF,6-8,224,1976-08-12,US,11,Kentucky,2007-8,22,MIN
52.0,Calvin Booth,C,6-11,230,1976-05-07,US,9,Penn State,2008-9,22,MIN
22.0,Corey Brewer,SF,6-9,186,1986-03-05,US,1,Florida,2008-9,22,MIN
1.0,Bobby Brown,PG,6-2,175,1984-09-24,US,R,"California State University, Fullerton",2008-9,22,MIN
14.0,Brian Cardinal,PF,6-8,245,1977-05-02,US,8,Purdue,2008-9,22,MIN
10.0,Rodney Carney,SG,6-7,205,1984-04-15,US,2,Memphis,2008-9,22,MIN
34.0,Jason Collins,C,7-0,255,1978-12-02,US,7,Stanford,2008-9,22,MIN
4.0,Randy Foye,SG,6-4,213,1983-09-24,US,2,Villanova,2008-9,22,MIN
8.0,Ryan Gomes,SF,6-7,250,1982-09-01,US,3,Providence,2008-9,22,MIN
25.0,Al Jefferson,C,6-10,289,1985-01-04,US,4,,2008-9,22,MIN
42.0,Kevin Love,C,6-8,215,1988-09-07,US,R,UCLA,2008-9,22,MIN
35.0,Mark Madsen,C,6-9,240,1976-01-28,US,8,Stanford,2008-9,22,MIN
1.0,Rashad McCants,SG,6-4,207,1984-09-25,US,3,UNC,2008-9,22,MIN
33.0,Mike Miller,SF,6-8,218,1980-02-19,US,8,Florida,2008-9,22,MIN
12.0,Kevin Ollie,PG,6-4,195,1972-12-27,US,11,UConn,2008-9,22,MIN
5.0,Craig Smith,PF,6-7,250,1983-11-10,US,2,Boston College,2008-9,22,MIN
3.0,Sebastian Telfair,PG,6-0,165,1985-06-09,US,4,,2008-9,22,MIN
23.0,Shelden Williams,PF,6-9,250,1983-10-21,US,2,Duke,2008-9,22,MIN
22.0,Corey Brewer,SG,6-9,186,1986-03-05,US,2,Florida,2009-10,22,MIN
14.0,Brian Cardinal,PF,6-8,245,1977-05-02,US,9,Purdue,2009-10,22,MIN
19.0,Wayne Ellington,SG,6-4,200,1987-11-29,US,R,UNC,2009-10,22,MIN
10.0,Jonny Flynn,PG,6-0,185,1989-02-06,US,R,Syracuse,2009-10,22,MIN
8.0,Ryan Gomes,SF,6-7,250,1982-09-01,US,4,Providence,2009-10,22,MIN
6.0,Jason Hart,PG,6-3,185,1978-04-29,US,8,Syracuse,2009-10,22,MIN
1.0,Ryan Hollins,C,7-0,240,1984-10-10,US,3,UCLA,2009-10,22,MIN
15.0,Nathan Jawai,C,6-10,280,1986-10-10,AU,1,Midland College,2009-10,22,MIN
25.0,Al Jefferson,C,6-10,289,1985-01-04,US,5,,2009-10,22,MIN
42.0,Kevin Love,PF,6-8,215,1988-09-07,US,1,UCLA,2009-10,22,MIN
31.0,Darko MiliÄiÄ‡,C,7-0,250,1985-06-20,RS,6,,2009-10,22,MIN
11.0,Sasha PavloviÄ‡,SF,6-8,220,1983-11-15,ME,6,,2009-10,22,MIN
4.0,Oleksiy Pecherov,C,7-0,232,1985-12-08,UA,2,,2009-10,22,MIN
7.0,Ramon Sessions,PG,6-3,190,1986-04-11,US,2,Nevada,2009-10,22,MIN
29.0,Alando Tucker,SF,6-6,205,1984-02-11,US,2,Wisconsin,2009-10,22,MIN
3.0,Damien Wilkins,SF,6-6,225,1980-01-11,US,5,"NC State, Georgia",2009-10,22,MIN
15.0,Maurice Ager,SG,6-5,202,1984-02-09,US,3,Michigan State,2010-11,22,MIN
8.0,Michael Beasley,SF,6-9,235,1989-01-09,US,2,Kansas State,2010-11,22,MIN
22.0,Corey Brewer,SF,6-9,186,1986-03-05,US,3,Florida,2010-11,22,MIN
19.0,Wayne Ellington,SG,6-4,200,1987-11-29,US,1,UNC,2010-11,22,MIN
10.0,Jonny Flynn,PG,6-0,185,1989-02-06,US,1,Syracuse,2010-11,22,MIN
1.0,Sundiata Gaines,PG,6-1,185,1986-04-18,US,1,Georgia,2010-11,22,MIN
32.0,Lazar Hayward,SF,6-6,225,1986-11-26,US,R,Marquette,2010-11,22,MIN
4.0,Wesley Johnson,SG,6-7,215,1987-07-11,US,R,"Iowa State, Syracuse",2010-11,22,MIN
41.0,Kosta Koufos,C,7-0,245,1989-02-24,US,2,Ohio State,2010-11,22,MIN
42.0,Kevin Love,PF,6-8,215,1988-09-07,US,2,UCLA,2010-11,22,MIN
31.0,Darko MiliÄiÄ‡,C,7-0,250,1985-06-20,RS,7,,2010-11,22,MIN
14.0,Nikola PekoviÄ‡,C,6-11,307,1986-01-03,ME,R,,2010-11,22,MIN
15.0,Anthony Randolph,C,6-10,205,1989-07-15,DE,2,LSU,2010-11,22,MIN
13.0,Luke Ridnour,PG,6-2,175,1981-02-13,US,7,Oregon,2010-11,22,MIN
3.0,Sebastian Telfair,PG,6-0,165,1985-06-09,US,6,,2010-11,22,MIN
44.0,Anthony Tolliver,SF,6-8,240,1985-06-01,US,2,Creighton,2010-11,22,MIN
5.0,Martell Webster,SF,6-7,230,1986-12-04,US,5,,2010-11,22,MIN
11.0,J.J. Barea,PG,5-10,185,1984-06-26,PR,5,Northeastern University,2011-12,22,MIN
8.0,Michael Beasley,SF,6-9,235,1989-01-09,US,3,Kansas State,2011-12,22,MIN
22.0,Wayne Ellington,SG,6-4,200,1987-11-29,US,2,UNC,2011-12,22,MIN
4.0,Wesley Johnson,SF,6-7,215,1987-07-11,US,1,"Iowa State, Syracuse",2011-12,22,MIN
3.0,Malcolm Lee,SG,6-5,200,1990-05-22,US,R,UCLA,2011-12,22,MIN
42.0,Kevin Love,PF,6-8,215,1988-09-07,US,3,UCLA,2011-12,22,MIN
31.0,Darko MiliÄiÄ‡,C,7-0,250,1985-06-20,RS,8,,2011-12,22,MIN
52.0,Brad Miller,C,6-11,244,1976-04-12,US,13,Purdue,2011-12,22,MIN
14.0,Nikola PekoviÄ‡,C,6-11,307,1986-01-03,ME,1,,2011-12,22,MIN
15.0,Anthony Randolph,PF,6-10,205,1989-07-15,DE,3,LSU,2011-12,22,MIN
13.0,Luke Ridnour,SG,6-2,175,1981-02-13,US,8,Oregon,2011-12,22,MIN
9.0,Ricky Rubio,PG,6-3,190,1990-10-21,ES,R,,2011-12,22,MIN
44.0,Anthony Tolliver,SF,6-8,240,1985-06-01,US,3,Creighton,2011-12,22,MIN
5.0,Martell Webster,SF,6-7,230,1986-12-04,US,6,,2011-12,22,MIN
7.0,Derrick Williams,PF,6-8,240,1991-05-25,US,R,Arizona,2011-12,22,MIN
17.0,Lou Amundson,PF,6-9,220,1982-12-07,US,6,UNLV,2012-13,22,MIN
11.0,J.J. Barea,PG,5-10,185,1984-06-26,PR,6,Northeastern University,2012-13,22,MIN
10.0,Chase Budinger,SF,6-7,209,1988-05-22,US,3,Arizona,2012-13,22,MIN
5.0,Will Conroy,PG,6-2,195,1982-12-08,US,2,Washington,2012-13,22,MIN
33.0,Dante Cunningham,PF,6-8,230,1987-04-22,US,3,Villanova,2012-13,22,MIN
15.0,MickaÃ«l Gelabale,SF,6-7,215,1983-05-22,GP,2,,2012-13,22,MIN
32.0,Lazar Hayward,SF,6-6,225,1986-11-26,US,2,Marquette,2012-13,22,MIN
5.0,Josh Howard,SF,6-7,210,1980-04-28,US,9,Wake Forest,2012-13,22,MIN
20.0,Chris Johnson,C,6-11,210,1985-07-15,US,2,LSU,2012-13,22,MIN
47.0,Andrei Kirilenko,SF,6-9,220,1981-02-18,RU,10,,2012-13,22,MIN
8.0,Malcolm Lee,SG,6-5,200,1990-05-22,US,1,UCLA,2012-13,22,MIN
42.0,Kevin Love,PF,6-8,215,1988-09-07,US,4,UCLA,2012-13,22,MIN
14.0,Nikola PekoviÄ‡,C,6-11,307,1986-01-03,ME,2,,2012-13,22,MIN
13.0,Luke Ridnour,SG,6-2,175,1981-02-13,US,9,Oregon,2012-13,22,MIN
3.0,Brandon Roy,SG,6-6,215,1984-07-23,US,5,Washington,2012-13,22,MIN
9.0,Ricky Rubio,PG,6-3,190,1990-10-21,ES,1,,2012-13,22,MIN
1.0,Alexey Shved,SG,6-6,190,1988-12-16,RU,R,,2012-13,22,MIN
34.0,Greg Stiemsma,C,6-11,260,1985-09-26,US,1,Wisconsin,2012-13,22,MIN
7.0,Derrick Williams,PF,6-8,240,1991-05-25,US,1,Arizona,2012-13,22,MIN
11.0,J.J. Barea,PG,5-10,185,1984-06-26,PR,7,Northeastern University,2013-14,22,MIN
13.0,Corey Brewer,SF,6-9,186,1986-03-05,US,6,Florida,2013-14,22,MIN
10.0,Chase Budinger,SF,6-7,209,1988-05-22,US,4,Arizona,2013-14,22,MIN
33.0,Dante Cunningham,PF,6-8,230,1987-04-22,US,4,Villanova,2013-14,22,MIN
5.0,Gorgui Dieng,C,6-10,252,1990-01-18,SN,R,Louisville,2013-14,22,MIN
6.0,Robbie Hummel,SF,6-8,215,1989-03-08,US,R,Purdue,2013-14,22,MIN
0.0,Othyus Jeffers,SG,6-5,200,1985-08-05,US,2,"University of Illinois at Chicago, Robert Morris University (IL)",2013-14,22,MIN
42.0,Kevin Love,PF,6-8,215,1988-09-07,US,5,UCLA,2013-14,22,MIN
23.0,Kevin Martin,SG,6-7,199,1983-02-01,US,9,Western Carolina University,2013-14,22,MIN
12.0,Luc Mbah a Moute,PF,6-8,230,1986-09-09,CM,5,UCLA,2013-14,22,MIN
